customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureScore,MonthlyScore,TotalScore,ContractScore,CustomerScore,Segment,HealthScore,RiskLevel,Recommendation
9689-PTNPG,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,Yes,0.027777777777777776,0.6169154228855721,0.01664402173913044,0,14.115180438387773,Lost,10.503165220095175,High Risk,Offer retention discount
9465-RWMXL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,0.4444444444444444,0.6034825870646766,0.28186601879145173,0,41.12207027072938,Potential Loyalist,29.432222609089774,High Risk,Offer retention discount
6229-UOLQL,Male,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,2884.9,No,0.7777777777777777,0.33582089552238803,0.3321780582166544,50,51.114651350225046,Potential Loyalist,51.675098221585515,Medium Risk,Send engagement campaign
2362-IBOOY,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,0.5,0.6616915422885572,0.35120555453205604,0,47.28205302705339,Potential Loyalist,33.705511997629756,High Risk,Offer retention discount
3137-LUPIX,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253.0,No,0.05555555555555555,0.4592039800995025,0.029131355932203395,0,12.571556061500408,Lost,9.283010266464288,High Risk,Offer retention discount
0843-WTBXE,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,0.736111111111111,0.6686567164179105,0.5201328758290347,0,63.62289380596404,Loyal,45.116505975327854,Medium Risk,Send engagement campaign
6143-JQKEA,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,No,0.1388888888888889,0.2741293532338308,0.05022568165070008,0,13.047169886260173,Lost,9.53424900644163,High Risk,Offer retention discount
8676-OOQEJ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,118.4,No,0.05555555555555555,0.12189054726368159,0.013633014001473842,0,5.205353727554808,Lost,3.835850225658736,High Risk,Offer retention discount
5515-IDEJJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,0.013888888888888888,0.01641791044776117,0.0022913596168017687,0,0.9755681491828498,Lost,0.7202193138031284,High Risk,Offer retention discount
9701-CDXHR,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,No,0.7083333333333333,0.5064676616915423,0.4202284450994842,0,55.27182437114355,Potential Loyalist,39.352726052860234,High Risk,Offer retention discount
7450-NWRTR,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,0.16666666666666666,0.8079601990049752,0.1381897107590273,0,28.353459077127262,At Risk,20.574145754050306,High Risk,Offer retention discount
8124-NZVGJ,Female,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,No,0.08333333333333333,0.30845771144278605,0.029430729550479002,50,10.679716744208214,Lost,22.862633910403765,High Risk,Offer retention discount
2162-FRZAA,Male,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,2395.05,No,0.875,0.20995024875621893,0.2757749170965365,100,50.23000165898585,Potential Loyalist,66.2936266587567,Medium Risk,Send engagement campaign
5376-DEQCP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,0.013888888888888888,0.5208955223880596,0.008129145173176124,0,11.298631810243792,Lost,8.433328131816962,High Risk,Offer retention discount
5118-MUEYH,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,No,0.6666666666666666,0.8641791044776118,0.5853387527634489,0,67.36379886675687,Loyal,47.596155386250395,Medium Risk,Send engagement campaign
9095-HFAFX,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,0.06944444444444445,0.6243781094527363,0.04485998526160649,0,17.059739377296765,Lost,12.570504606664539,High Risk,Offer retention discount
5627-TVBPP,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,644.5,No,0.4861111111111111,0.01840796019900498,0.07421011422254975,50,22.781008217326537,At Risk,31.71470559188215,High Risk,Offer retention discount
2379-ENZGV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,Yes,0.08333333333333333,0.6626865671641791,0.060277726602800306,0,18.998173740728927,Lost,13.947241672532693,High Risk,Offer retention discount
3936-QQFLL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,39.3,No,0.027777777777777776,0.014925373134328346,0.004525147383935151,0,1.5906244691550842,Lost,1.1703426149466372,High Risk,Offer retention discount
2589-AYCRP,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,No,0.6944444444444444,0.014925373134328346,0.11388287582903464,50,32.63160027362573,At Risk,38.90428582607412,High Risk,Offer retention discount
4067-HLYQI,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,No,0.4583333333333333,0.518905472636816,0.27704725497420785,0,39.793332985037964,At Risk,28.459763463907436,High Risk,Offer retention discount
5124-EOGYE,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,No,0.4305555555555555,0.021890547263681587,0.07352500921149595,100,20.601033535955693,At Risk,45.08315010590929,Medium Risk,Send engagement campaign
5057-RKGLH,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,No,0.125,0.020895522388059695,0.022003960943257187,100,6.298068885491482,Lost,34.61353185940233,High Risk,Offer retention discount
0292-WEGCH,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,No,0.75,0.6761194029850747,0.5209158529845248,0,64.35902217908249,Loyal,45.66468736938924,Medium Risk,Send engagement campaign
8910-ICHIU,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,4664.2,No,0.6388888888888888,0.7701492537313434,0.5370532424465734,50,62.44067032804536,Loyal,59.145236533801146,Medium Risk,Send engagement campaign
4097-YODCF,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,No,0.4722222222222222,0.8512437810945274,0.39964075165806934,50,51.89939457710221,Potential Loyalist,51.92634217453631,Medium Risk,Send engagement campaign
9715-WZCLW,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,No,0.986111111111111,0.7855721393034826,0.7956775055268978,100,86.98298745159,Champion,91.258853061058,Low Risk,Provide loyalty rewards
9786-YWNHU,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,No,0.875,0.4507462686567164,0.4622098378776714,100,62.50331888824119,Loyal,74.56643997679252,Low Risk,Provide loyalty rewards
6407-GSJNL,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288.0,No,0.7083333333333333,0.06666666666666665,0.14830508474576273,100,35.59887005649717,At Risk,55.95762711864407,Medium Risk,Send engagement campaign
6005-OBZPH,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,0.3611111111111111,0.7054726368159204,0.2622570467943995,0,39.04417905253884,At Risk,27.971849055432124,High Risk,Offer retention discount
4049-ZPALD,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,6375.8,No,0.8888888888888888,0.8034825870646766,0.7341331982313929,100,80.99053522610483,Champion,87.07223542842164,Low Risk,Provide loyalty rewards
7932-WPTDS,Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0.013888888888888888,0.06517412935323383,0.0028555637435519533,0,1.9732606923623104,Lost,1.4656677005539729,High Risk,Offer retention discount
3733-UOCWF,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,No,0.8472222222222222,0.6696517412935323,0.604705922991894,50,71.4701606344353,Loyal,65.579090860867,Medium Risk,Send engagement campaign
6833-JMZYP,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,No,0.20833333333333331,0.753731343283582,0.17334308216654387,0,30.341683485666728,At Risk,21.889547203417326,High Risk,Offer retention discount
2722-VOJQL,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,Yes,0.8888888888888888,0.8696517412935324,0.794848470891673,50,84.74252921709314,Champion,74.58265455836147,Low Risk,Provide loyalty rewards
1310-QRITU,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,No,0.25,0.3189054726368159,0.10516074060427415,0,20.584539076907284,At Risk,14.912600604659092,High Risk,Offer retention discount
8961-QDZZJ,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,5535.8,No,0.7916666666666666,0.763681592039801,0.6374124907885041,50,72.43679813900286,Loyal,66.14053615030961,Medium Risk,Send engagement campaign
9715-SBVSU,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,815.55,No,0.19444444444444442,0.4293532338308458,0.09390544399410465,100,20.12106021415888,At Risk,44.621267940648636,Medium Risk,Send engagement campaign
8490-BXHEO,Male,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,No,0.25,0.6199004975124378,0.16254260316875463,0,28.89971407699894,At Risk,20.862072541905434,High Risk,Offer retention discount
7173-TETGO,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,5602.25,No,1.0,0.599502487562189,0.6450637896094327,100,77.79260133562109,Loyal,85.11913205366865,Low Risk,Provide loyalty rewards
7929-SKFGK,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,No,0.9722222222222222,0.9557213930348257,0.9492792004421519,100,95.97448476727149,Champion,97.23446757324285,Low Risk,Provide loyalty rewards
2300-RQGOI,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,741.5,No,0.5277777777777778,0.01791044776119402,0.08537905305821666,100,24.88448218866366,At Risk,48.236466376206664,Medium Risk,Send engagement campaign
3563-SVYLG,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,No,0.9444444444444444,0.4417910447761194,0.5038457995578483,100,66.7674306556141,Loyal,77.55634399392133,Low Risk,Provide loyalty rewards
5228-EXCET,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,0.18055555555555555,0.6228855721393034,0.11614544952100223,0,24.32575164584838,At Risk,17.663586486781274,High Risk,Offer retention discount
6435-VWCCY,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,5968.4,No,0.9027777777777777,0.7407960199004975,0.6872236551215918,100,78.41597771398473,Loyal,85.37586500988058,Low Risk,Provide loyalty rewards
4998-IKFSE,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,No,0.41666666666666663,0.817910447761194,0.35658852247605016,0,47.28841652093255,Potential Loyalist,33.68336977831916,High Risk,Offer retention discount
8630-QSGXK,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,No,0.7083333333333333,0.5666666666666667,0.449204357037583,100,57.63484094816999,Potential Loyalist,70.98010892593958,Low Risk,Provide loyalty rewards
2455-USLMV,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,2613.4,No,0.4305555555555555,0.6616915422885572,0.3009165438467208,0,42.4927148218622,Potential Loyalist,30.364953397163042,High Risk,Offer retention discount
7394-FKDNK,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1,Yes,0.125,0.708457711442786,0.09822908990420046,0,23.09831782502374,At Risk,16.8325929192468,High Risk,Offer retention discount
9488-FVZCC,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,No,1.0,0.6094527363184079,0.6519090825350038,100,78.26541802776832,Loyal,85.43951810815122,Low Risk,Provide loyalty rewards
6331-LWDTQ,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,Yes,0.1388888888888889,0.536318407960199,0.0914528831982314,0,19.94003904268879,Lost,14.497764866025436,High Risk,Offer retention discount
5995-WWKKG,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,695.05,No,0.5138888888888888,0.015422885572139305,0.08003062822402358,50,24.065238395959284,At Risk,32.64877565584934,High Risk,Offer retention discount
1597-FZREH,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,160.8,Yes,0.027777777777777776,0.5786069651741294,0.01851510685335299,0,13.423854688727815,Lost,9.975315482279099,High Risk,Offer retention discount
7879-CGSFV,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,No,0.7638888888888888,0.8223880597014926,0.6392835759027267,50,72.57465978569448,Loyal,66.23457695975722,Medium Risk,Send engagement campaign
9921-EZKBY,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,3275.15,No,0.4583333333333333,0.7666666666666666,0.37711288688282985,0,48.75118214197987,Potential Loyalist,34.67782217207074,High Risk,Offer retention discount
7432-FFVAR,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,4236.6,No,0.6388888888888888,0.7233830845771144,0.4878177966101696,50,59.53592911150463,Potential Loyalist,57.21285785057762,Medium Risk,Send engagement campaign
7246-ZGQDF,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,54.5,No,0.013888888888888888,0.3606965174129353,0.006275331613854091,0,8.020499168368424,Lost,5.983997718207048,High Risk,Offer retention discount
7000-WCEVQ,Female,1,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,1174.35,Yes,0.2777777777777778,0.4313432835820895,0.13521900331613854,0,25.146736915398442,At Risk,18.18395766996814,High Risk,Offer retention discount
0727-IWKVK,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,Yes,0.125,0.6134328358208956,0.08540208179808402,0,20.684739988341274,At Risk,15.086544582265534,High Risk,Offer retention discount
5959-BELXA,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,Yes,0.4444444444444444,0.7751243781094528,0.3476476142225498,0,47.18616990886883,Potential Loyalist,33.651389360538865,High Risk,Offer retention discount
4456-RHSNB,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,No,0.2638888888888889,0.3119402985074627,0.11087186809137806,0,21.229236249359932,At Risk,15.367567846563057,High Risk,Offer retention discount
3512-IZIKN,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,4759.75,Yes,0.9722222222222222,0.46815920398009947,0.548055222918202,100,70.17428188521896,Loyal,79.8904352993232,Low Risk,Provide loyalty rewards
2481-SBOYW,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,1498.35,No,0.8472222222222222,0.06716417910447761,0.1725255619012528,100,42.13319494702855,Potential Loyalist,60.737268400765146,Medium Risk,Send engagement campaign
7109-MFBYV,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,No,0.3611111111111111,0.27064676616915423,0.1419894528371408,0,25.536957881313167,At Risk,18.442771146799167,High Risk,Offer retention discount
1833-TCXKK,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,No,0.625,0.890547263681592,0.5622236551215919,0,65.29989147849552,Loyal,46.16380033326367,Medium Risk,Send engagement campaign
1832-PEUTS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,5411.65,No,0.861111111111111,0.7049751243781094,0.6231174005158439,100,73.46864295264038,Loyal,81.98589521190107,Low Risk,Provide loyalty rewards
6141-OOXUQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Yes,0.013888888888888888,0.013930348258706454,0.0022625736919675756,0,0.9246654684083876,Lost,0.6821862328464527,High Risk,Offer retention discount
8660-BUETV,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,148.05,No,0.041666666666666664,0.26368159203980096,0.01704702468680914,0,7.622179494935052,Lost,5.631399497767243,High Risk,Offer retention discount
0580-PIQHM,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,No,0.5694444444444444,0.8293532338308457,0.45257806742815043,50,57.46796515152071,Potential Loyalist,55.83808352649978,Medium Risk,Send engagement campaign
5696-CEIQJ,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,No,0.9305555555555555,0.8447761194029851,0.7939733787767135,100,85.87667976135047,Champion,90.43764292712927,Low Risk,Provide loyalty rewards
7503-ZGUZJ,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,Yes,0.013888888888888888,0.6606965174129353,0.009746914148857776,0,14.159362469768574,Lost,10.570787281582142,High Risk,Offer retention discount
1696-HXOWK,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,No,0.986111111111111,0.7701492537313434,0.7895345891672808,50,86.42881308576254,Champion,75.8739368684855,Low Risk,Provide loyalty rewards
3026-ATZYV,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,No,0.5138888888888888,0.5656716417910447,0.30614406779661024,50,44.11475110324086,Potential Loyalist,46.55534298844759,Medium Risk,Send engagement campaign
4012-YCFAI,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,No,0.8333333333333333,0.42885572139303485,0.43365420044215186,100,59.256615778880104,Potential Loyalist,72.27419083194931,Low Risk,Provide loyalty rewards
2506-TNFCO,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,0.013888888888888888,0.5104477611940298,0.008008244288872514,0,11.084840550991052,Lost,8.273589191798926,High Risk,Offer retention discount
9970-QBCDA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,129.55,No,0.08333333333333333,0.014427860696517386,0.014916866249078854,0,4.218565197226835,Lost,3.0893395666747314,High Risk,Offer retention discount
8718-PTMEZ,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,347.25,Yes,0.18055555555555555,0.127363184079602,0.039983649594694186,0,11.368831887602031,Lost,8.326705667728051,High Risk,Offer retention discount
9496-IVVRP,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,No,0.15277777777777776,0.32587064676616917,0.06697908990420046,0,15.307687642602513,Lost,11.145870282430883,High Risk,Offer retention discount
2207-OBZNX,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,354.05,Yes,0.09722222222222221,0.32587064676616917,0.040766626750184234,0,12.036966894219644,Lost,8.823892036913811,High Risk,Offer retention discount
2657-VPXTA,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,No,0.1388888888888889,0.7024875621890546,0.10702031134856303,0,23.88611925327917,At Risk,17.379487883216562,High Risk,Offer retention discount
6551-VLJMV,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,679.0,No,0.4722222222222222,0.01791044776119402,0.0781825718496684,100,22.374400718099505,At Risk,46.38988767932629,Medium Risk,Send engagement campaign
1221-GHZEP,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,3846.75,No,0.861111111111111,0.46616915422885563,0.44292902542372886,100,61.48498854597071,Loyal,73.89909628235938,Low Risk,Provide loyalty rewards
9289-LBQVU,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,No,0.8888888888888888,0.5164179104477612,0.5159243736182757,50,66.52088870924182,Loyal,62.31104466383997,Medium Risk,Send engagement campaign
6142-VSJQO,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,Yes,0.013888888888888888,0.25970149253731345,0.005106623065585852,0,5.953850328925259,Lost,4.439854631366015,High Risk,Offer retention discount
3458-IDMFK,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,No,0.3472222222222222,0.02487562189054726,0.057502763448784085,100,16.686511864651198,Lost,42.22737008124447,Medium Risk,Send engagement campaign
6933-FHBZC,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,No,0.3611111111111111,0.3761194029850746,0.17884119380987476,50,29.120480256540933,At Risk,35.94615422335632,High Risk,Offer retention discount
0221-NAUXK,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,No,0.1388888888888889,0.01691542288557213,0.025274042004421522,50,6.904825693443859,Lost,20.052249060060788,High Risk,Offer retention discount
9770-KXGQU,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,5311.85,No,0.736111111111111,0.799502487562189,0.6116260593220341,50,69.89953656856959,Loyal,64.36652212981701,Medium Risk,Send engagement campaign
6437-UKHMV,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,586.05,Yes,0.09722222222222221,0.6114427860696517,0.06747996499631541,0,18.816943210134543,Lost,13.775307582619327,High Risk,Offer retention discount
6538-POCHL,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,No,0.4583333333333333,0.6044776119402985,0.2967022844509949,0,42.2909769501791,Potential Loyalist,30.234721290379348,High Risk,Offer retention discount
6726-NNFWD,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,No,0.986111111111111,0.708457711442786,0.740978491156964,100,83.25273831957874,Champion,88.73466128389921,Low Risk,Provide loyalty rewards
3002-WQZWT,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,No,0.40277777777777773,0.5567164179104478,0.2295101787030214,0,36.42584661744092,At Risk,26.171834069565584,High Risk,Offer retention discount
4277-UDIEF,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,No,0.3333333333333333,0.6243781094527363,0.2215192059690494,0,34.68166376115004,At Risk,24.903651791017275,High Risk,Offer retention discount
1208-NBVFH,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,No,0.2777777777777778,0.3119402985074627,0.10821204863669862,0,21.67839902672831,At Risk,15.71773902686274,High Risk,Offer retention discount
4912-PIGUY,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,No,0.013888888888888888,0.6601990049751243,0.009741156963890937,0,14.149181933613681,Lost,10.563180665390805,High Risk,Offer retention discount
